Thermal Cycle Test,Logger Rev-1.0,,,,,
Operator,d gaines,,,,,
Unit,OCU,,,,,
Product Number,1F67700-1,,,,,
Serial Number,34,,,,,
Date,20161018_1715,,,,,
Position,1,,,,,
Units in Chamber,*0034,,,,,
*Thermocouples are placed on this unit,,,,,,
Comments,,,,,,
,,,,,,
Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
36:53.4,21.350001,21.419402,22.172839,6.001157,6.492933,21.198586
37:13.4,21.355557,21.64786,22.461793,12.222649,13.497091,21.041612
37:33.4,21.361112,21.490768,22.212587,7.023372,7.851886,21.065232
37:53.4,21.366667,21.620517,22.42069,11.01817,11.945432,21.171211
38:13.4,21.372222,21.60858,22.348574,9.293643,10.456862,20.907279
38:33.4,21.377778,21.694069,22.482693,11.875503,12.935198,21.14707
38:53.4,21.383333,21.594939,22.333635,8.056992,8.855941,20.920869
39:13.4,21.388889,21.795552,22.601763,13.129549,14.425107,20.76707
39:33.4,21.394445,21.616694,22.427768,8.916894,9.813038,20.992794
39:53.4,21.4,21.688075,22.387612,9.621532,10.6325,21.089724
40:13.4,21.405555,21.724511,22.532384,11.736849,12.736198,21.163606
40:33.4,21.411111,21.706671,22.425176,9.186881,10.206386,21.347273
40:53.4,21.416666,21.846158,22.651377,13.54533,14.787557,21.368717
41:13.4,21.422222,21.732066,22.46512,9.844309,10.679093,21.578815
41:33.4,21.427778,21.836152,22.552233,11.626051,12.919143,21.438394
41:53.4,21.433333,21.737282,22.526091,10.963841,11.734469,21.391364
42:13.4,21.438889,21.751465,22.460386,10.333026,11.393999,21.58683
42:33.4,21.444444,21.829525,22.597064,14.009253,15.175622,21.611404
42:53.4,21.45,21.718431,22.44477,12.285778,13.34323,22.030118
43:13.4,21.455556,21.820385,22.497621,14.834838,16.071527,22.016165
43:33.4,21.46112,21.642232,22.400363,12.564476,13.359004,21.836787
43:53.4,21.466667,21.688259,22.383406,13.191809,14.273597,21.994377
44:13.4,21.472222,21.719101,22.523348,15.663338,16.834982,21.875781
44:33.4,21.477778,21.560747,22.314843,12.299797,13.103139,22.159626
44:53.4,21.483333,21.621718,22.344924,14.005291,15.047968,22.212632
45:13.4,21.488889,21.682982,22.376755,15.16235,16.243401,22.16645
45:33.4,21.494444,21.561118,22.340298,14.786327,15.692585,21.944612
45:53.4,21.5,21.652189,22.317107,15.251944,16.531621,22.075108
46:13.4,21.505556,21.665214,22.436964,17.010671,18.104571,22.021171
46:33.4,21.511111,21.475972,22.221681,12.958092,13.659445,21.748542
46:53.4,21.516667,21.687924,22.424393,17.84675,19.124848,21.931974
47:13.4,21.522222,21.505656,22.25134,14.706075,15.489601,21.759319
47:33.4,21.527778,21.593975,22.258031,15.986455,17.044374,21.751203
47:53.4,21.533333,21.626087,22.359439,17.598341,18.659747,21.790932
48:13.4,21.538889,21.51937,22.21949,15.063638,15.854398,21.673509
48:33.4,21.544444,21.629649,22.299369,17.16928,18.248207,21.808258
48:53.4,21.55,21.534068,22.271515,16.598364,17.324994,21.730448
49:13.4,21.555555,21.49504,22.192768,15.628141,16.343673,21.736995
49:33.4,21.561111,21.424182,22.1026,13.751602,14.526995,21.552257
49:53.4,21.566667,21.631725,22.335252,18.933772,20.046285,21.339247
50:13.4,21.572222,21.528836,22.158558,15.638343,16.427076,21.487667
50:33.4,21.577778,21.6003,22.235501,17.396412,18.465495,21.616171
50:53.4,21.583333,21.504588,22.21049,16.936641,17.702523,21.439868
51:13.4,21.58889,21.554785,22.14263,16.18161,17.152169,21.528024
51:33.4,21.594445,21.525186,22.236269,18.483024,19.386481,21.427551
51:53.4,21.6,21.358392,22.009332,15.71834,16.464339,21.469086
52:13.4,21.605555,21.523984,22.164528,19.16209,20.21733,21.358929
52:33.4,21.611111,21.406726,22.083801,17.214345,17.88658,21.401689
52:53.4,21.616667,21.579356,22.201345,20.16142,21.306341,21.448917
53:13.4,21.622222,21.566227,22.191366,19.415374,20.401809,21.244499
53:33.4,21.627778,21.651403,22.282416,20.722146,21.698283,21.36419
53:53.4,21.633333,21.485799,22.145671,17.483468,18.021193,21.363467
54:13.4,21.638889,21.495446,22.051859,16.35627,17.02537,21.46915
54:33.4,21.644444,21.540266,22.184227,19.925297,20.799585,21.290631
54:53.4,21.65,21.315573,21.940459,15.984889,16.497764,21.140314
55:13.4,21.655555,21.545319,22.147002,20.459941,21.572636,21.320262
55:33.4,21.661111,21.508533,22.137688,19.243827,20.021059,21.494376
55:53.4,21.666666,21.422516,21.978579,16.207751,16.91917,21.336186
56:13.4,21.672222,21.582909,22.129743,19.792845,20.849897,21.514032
56:33.4,21.677777,21.440231,22.061766,17.954759,18.585319,21.466121
56:53.4,21.683333,21.539582,22.049327,18.353231,19.301643,21.512227
57:13.4,21.688889,21.581044,22.193896,20.448657,21.395175,21.226012
57:33.4,21.694445,21.41855,21.997106,16.549356,17.066638,21.217912
57:53.4,21.7,21.373969,21.921379,17.743955,18.523104,21.141644
58:13.4,21.705556,21.40639,22.036834,19.682176,20.576044,21.214183
58:33.4,21.711111,21.289898,21.863692,16.466005,17.064379,20.967285
58:53.4,21.716667,21.509093,22.114442,21.519978,22.682117,21.316721
59:13.4,21.722222,21.352566,21.97544,18.111548,18.789601,21.223585
59:33.4,21.727778,21.347032,21.906352,16.893153,17.619812,21.502289
59:53.4,21.733333,21.53085,22.126377,21.24815,22.29111,21.498815
00:13.4,21.738889,21.282615,21.881238,17.332106,17.993716,21.518738
00:33.4,21.744444,21.442417,22.002326,20.185406,21.239114,21.482403
00:53.4,21.75,21.390526,22.011676,19.802047,20.568241,21.839514
01:13.4,21.755555,21.411561,21.968691,18.928128,19.755424,21.993496
01:33.4,21.761111,21.546259,22.132706,21.779035,22.724008,21.863744
01:53.4,21.766666,21.411448,22.002111,18.752164,19.253883,21.723713
02:13.4,21.772223,21.398565,21.918867,17.607982,18.381818,21.812836
02:33.4,21.777778,21.484208,22.081093,20.487529,21.270309,21.798898
02:53.4,21.783333,21.38045,21.956678,18.197817,18.79424,21.862084
03:13.4,21.788889,21.390591,21.895254,17.866896,18.585273,21.785265
03:33.4,21.794444,21.479175,22.032819,20.295207,21.195564,21.949508
03:53.4,21.799999,21.339344,21.923589,19.573368,20.362814,21.748738
04:13.4,21.805555,21.345532,21.815773,17.811784,18.564978,21.705769
04:33.4,21.811111,21.439194,21.999004,21.015754,21.856835,21.649426
04:53.4,21.816667,21.367029,21.925646,19.147224,19.806853,21.834065
05:13.4,21.822222,21.245422,21.762983,16.646897,17.035385,21.591256
05:33.4,21.827778,21.446697,21.964432,21.244169,22.251295,21.575162
05:53.4,21.833333,21.31205,21.837718,18.391931,19.058206,21.418999
06:13.4,21.838889,21.303808,21.747402,17.416269,18.119528,21.444392
06:33.4,21.844444,21.391811,21.93639,21.210522,22.083516,21.465456
06:53.4,21.85,21.321752,21.81252,18.137437,18.761404,21.789165
07:13.4,21.855556,21.433474,21.913457,20.398882,21.370194,21.573119
07:33.4,21.861111,21.343713,21.868045,19.362667,19.99948,21.642032
07:53.4,21.866667,21.285562,21.752508,16.87674,17.391667,21.479502
08:13.4,21.872222,21.448934,22.004858,21.689166,22.657539,21.500147
08:33.4,21.877778,21.346638,21.868177,18.765967,19.410769,21.388289
08:53.4,21.883333,21.442914,21.906064,19.83998,20.667485,21.402081
09:13.4,21.888889,21.59546,22.065856,21.796902,22.768731,21.58817
09:33.4,21.894444,21.714047,22.191824,23.313409,24.30746,21.192364
09:53.4,21.9,21.54675,22.030504,19.489321,19.968282,21.265344
10:13.4,21.905555,21.448421,21.877191,17.975007,18.644686,21.255682
10:33.4,21.911111,21.399214,21.848968,17.970171,18.608123,21.28004
10:53.4,21.916667,21.377842,21.873081,19.119259,19.71831,21.365691
11:13.4,21.922222,21.28011,21.74465,16.347765,16.848904,21.229739
11:33.4,21.927778,21.405744,21.837866,19.003071,19.806998,21.328504
11:53.4,21.933334,21.380045,21.891632,20.063495,20.770456,21.328565
12:13.4,21.938889,21.344822,21.800032,18.125075,18.834263,21.372842
12:33.4,21.944445,21.453039,21.883588,20.000429,20.945599,21.418846
12:53.4,21.95,21.507111,21.983201,20.772873,21.584971,21.317178
13:13.4,21.955555,21.500667,21.920293,19.014056,19.743892,21.212581
13:33.4,21.961111,21.45435,21.863464,17.709539,18.322271,21.343103
13:53.4,21.966666,21.58035,22.043353,21.901963,23.011713,21.352387
14:13.4,21.972222,21.476271,21.95935,20.578437,21.420826,21.116277
14:33.4,21.977778,21.467189,21.9609,19.823701,20.589784,21.473948
14:53.4,21.983339,21.390642,21.817338,16.672538,17.147415,21.10653
15:13.4,21.988889,21.553188,22.002058,19.971951,20.86342,21.161233
15:33.4,21.994444,21.457542,21.964374,18.284544,18.880702,21.059428
15:53.4,22,21.439979,21.876429,16.649148,17.279232,21.333158
16:13.4,22.005557,21.437263,21.86703,16.385297,16.991232,21.662788
16:33.4,22.011112,21.557098,22.059951,20.921718,21.830332,21.688991
16:53.4,22.016668,21.519625,21.98797,19.059118,19.819332,21.622952
17:13.4,22.022223,21.444242,21.875391,16.490581,17.01325,21.594309
17:33.4,22.027778,21.578488,21.9938,18.65494,19.61009,21.856131
17:53.4,22.033334,21.614449,22.092779,19.771406,20.537276,22.407763
18:13.4,22.03889,21.552519,21.991911,17.139026,17.826956,22.046276
18:33.4,22.044446,21.609344,22.016795,17.913927,18.698357,21.850018
18:53.4,22.050001,21.70702,22.131182,19.93056,20.807393,22.100685
19:13.4,22.055557,21.565837,22.018113,17.505419,18.080658,21.897779
19:33.4,22.061112,21.427511,21.831941,15.28166,15.780217,21.922052
19:53.4,22.066666,21.539175,21.994099,18.893809,19.72023,21.792963
20:13.4,22.072224,21.550644,21.967891,18.34753,19.111385,21.941789
20:33.4,22.077778,21.524178,21.912068,16.220503,16.922762,22.1569
20:53.4,22.083334,21.684617,22.085474,19.870898,20.758184,21.838205
21:13.4,22.08889,21.602814,22.039859,18.467957,19.227054,21.813645
21:33.4,22.094444,21.580186,21.975648,16.904682,17.597401,21.640068
21:53.4,22.1,21.660232,22.068924,18.835835,19.650057,21.891925
22:13.4,22.105555,21.573644,22.016006,17.205858,17.810281,21.71028
22:33.4,22.111111,21.530978,21.883405,15.425264,16.012172,21.621222
22:53.4,22.116666,21.49415,21.850202,15.01153,15.580566,21.62883
23:13.4,22.122223,21.528746,21.903069,16.769825,17.554446,21.536298
23:33.4,22.127778,21.458722,21.897568,16.51632,17.203515,21.686732
23:53.4,22.133333,21.392119,21.753466,14.449608,15.05784,21.737873
24:13.4,22.138888,21.597251,22.013239,19.299872,20.413145,21.707243
24:33.4,22.144445,21.458219,21.866145,15.494269,16.152476,21.393259
24:53.4,22.15,21.437212,21.785647,15.895445,16.781907,21.444799
25:13.4,22.155556,21.46834,21.894668,18.014567,18.916582,21.648064
25:33.4,22.161111,21.384258,21.817611,16.103869,16.78984,21.603074
25:53.4,22.166667,21.337101,21.732526,14.720589,15.385718,21.372952
26:13.4,22.172222,21.500371,21.912469,18.166693,19.176006,21.245434
26:33.4,22.177777,21.438622,21.904807,17.320627,18.102298,21.180029
26:53.4,22.183333,21.42747,21.849056,15.805866,16.622393,21.481945
27:13.4,22.188889,21.590754,21.994878,18.652848,19.664836,21.307106
27:33.4,22.194444,21.546344,21.996514,17.874662,18.66397,21.109204
27:53.4,22.199999,21.549033,21.969229,17.105595,17.903262,21.282415
28:13.4,22.205556,21.510241,21.87974,15.033551,15.749851,21.254526
28:33.4,22.211111,21.491142,21.861629,15.202123,15.871331,21.513137
28:53.4,22.216667,21.554143,21.996069,17.075246,17.840559,21.672152
29:13.4,22.222222,21.473157,21.852707,14.305541,14.839333,21.355761
29:33.4,22.227778,21.540713,21.908413,16.591551,17.437532,21.495535
29:53.4,22.233333,21.485529,21.915422,16.985752,17.728119,21.486628
30:13.4,22.238889,21.438151,21.852102,15.87283,16.682611,21.178912
30:33.4,22.244444,21.379573,21.769779,14.532932,15.267033,21.3911
30:53.4,22.25,21.426074,21.81317,15.173011,15.953487,21.929087
31:13.4,22.255555,21.545421,21.999364,18.630647,19.736435,21.686602
31:33.4,22.261112,21.331032,21.730891,13.633399,14.218709,21.387057
31:53.4,22.266667,21.555266,22.007184,18.632124,19.781146,21.329627
32:13.4,22.272222,21.607034,22.05416,18.692925,19.795481,21.73512
32:33.4,22.277779,21.444598,21.888562,15.657344,16.205616,21.629091
32:53.4,22.283335,21.546011,21.905856,16.282828,17.183755,21.744567
33:13.4,22.28889,21.505469,21.977348,17.193359,17.948639,21.771259
33:33.4,22.294446,21.461462,21.884681,15.739612,16.386927,21.932306
33:53.4,22.3,21.540601,21.901513,16.165808,17.025993,22.066422
34:13.4,22.305556,21.596751,21.980007,17.067617,17.958755,21.879214
34:33.4,22.311112,21.548821,21.996925,17.085937,17.85961,21.781978
34:53.4,22.316668,21.468495,21.907497,15.677275,16.285264,21.889524
35:13.4,22.322223,21.49111,21.848256,15.160378,15.937276,21.719727
35:33.4,22.327779,21.594304,22.02804,18.116474,19.053513,21.649759
35:53.4,22.333335,21.473029,21.901127,15.442527,16.118332,21.911056
36:13.4,22.33889,21.502809,21.854678,15.464866,16.285447,21.871171
36:33.4,22.344445,21.575125,22.019795,18.063885,18.982693,21.606097
36:53.4,22.350001,21.52744,21.931728,16.904245,17.668047,21.502884
37:13.4,22.355556,21.4428,21.841911,14.719977,15.346088,21.602127
37:33.4,22.361113,21.520966,21.912937,16.922311,17.802325,21.404714
37:53.4,22.366667,21.691505,22.084066,19.747374,20.99061,21.394509
38:13.4,22.372222,21.550474,21.997539,16.878251,17.546846,21.478143
38:33.4,22.377778,21.515097,21.931235,15.335339,16.001382,21.454906
38:53.4,22.383333,21.530838,21.946337,15.849693,16.580687,21.62917
39:13.4,22.388889,21.640297,22.005385,17.412287,18.29885,21.40662
39:33.4,22.394444,21.57888,22.008307,16.724599,17.456956,21.261934
39:53.4,22.4,21.485402,21.901769,14.302703,14.787383,21.82127
40:13.4,22.405556,21.637554,22.02341,18.761876,19.900709,21.806549
40:33.4,22.411111,21.577801,22.023222,18.230541,19.125831,21.692508
40:53.4,22.416667,21.505822,21.892705,15.157054,15.894948,21.563949
41:13.4,22.422222,21.635931,22.045839,18.100702,19.078373,21.191677
41:33.4,22.427778,21.490462,21.94618,15.383079,16.102773,21.11043
41:53.4,22.433334,21.449625,21.842147,13.616722,14.214434,21.453845
42:13.4,22.438889,21.601147,22.021778,17.542236,18.57268,21.061481
42:33.4,22.444445,21.490767,21.95011,16.018856,16.680923,21.318705
42:53.4,22.45,21.483981,21.886273,14.926286,15.736368,21.571328
43:13.4,22.455555,21.524737,21.925252,15.406156,16.298157,21.406397
43:33.4,22.461111,21.607241,21.996176,16.710318,17.717762,21.152292
43:53.4,22.466666,21.627205,22.095849,18.129051,19.147031,21.501721
44:13.4,22.472222,21.457728,21.889452,13.318115,13.866031,21.233351
44:33.4,22.477778,21.609558,22.059061,17.591222,18.544215,21.33294
44:53.4,22.483333,21.660494,22.108538,18.208972,19.265556,21.17408
45:13.4,22.488889,21.485806,21.913551,14.641159,15.282905,21.37408
45:33.4,22.494444,21.624403,22.031493,17.071527,17.99565,21.121599
45:53.4,22.5,21.675855,22.113616,18.244978,19.167383,20.989303
46:13.4,22.505556,21.531939,21.985926,14.856579,15.493872,21.156384
46:33.4,22.511111,21.687326,22.071313,16.905581,17.715331,21.156043
46:53.4,22.516666,21.701605,22.110627,17.20692,18.029216,21.274489
47:13.4,22.522222,21.60718,22.076714,15.994513,16.651809,21.281803
47:33.4,22.527777,21.678289,22.069437,16.577487,17.405696,21.056136
47:53.4,22.533333,21.702574,22.03605,16.105158,16.955095,21.219141
48:13.4,22.538889,21.767779,22.146987,17.438415,18.414783,21.471906
48:33.4,22.544444,21.659169,22.105129,15.919953,16.48021,21.78009
48:53.4,22.55,21.587038,21.985733,13.832407,14.393114,21.642151
49:13.4,22.555555,21.551313,21.937158,13.191686,13.777888,21.65541
49:33.4,22.561111,21.648352,22.073674,16.604648,17.535749,21.645132
49:53.4,22.566666,21.502963,21.928619,14.899565,15.621442,21.621627
50:13.4,22.572222,21.515119,21.885973,14.031962,14.785168,21.703254
50:33.4,22.577777,21.609649,22.019977,16.816508,17.75547,21.820818
50:53.4,22.583333,21.477247,21.871209,13.907055,14.448834,21.980341
51:13.4,22.588889,21.485987,21.811941,13.448889,14.255527,21.955078
51:33.4,22.594445,21.575601,22.016426,16.991575,17.865079,22.112605
51:53.4,22.6,21.409055,21.84035,13.448716,14.014548,21.886689
52:13.4,22.605555,21.459488,21.792998,13.507279,14.293225,21.92868
52:33.4,22.611111,21.521331,21.989075,16.735953,17.825182,21.861734
52:53.4,22.616666,21.485119,21.87722,14.521524,15.371657,21.666408
53:13.4,22.622222,21.631753,22.011761,17.166015,18.269031,21.787676
53:33.4,22.627778,21.690059,22.112866,18.389496,19.491009,21.842217
53:53.4,22.633334,21.593502,22.027787,15.958466,16.650173,21.556958
54:13.4,22.638889,21.440738,21.83838,12.419644,12.8298,21.561799
54:33.4,22.644444,21.662076,22.123029,18.080084,19.013979,21.556115
54:53.4,22.65,21.557506,21.989695,15.267711,16.007044,21.72995
55:13.4,22.655562,21.526111,21.913423,13.989849,14.812728,21.642692
55:33.4,22.661111,21.682324,22.105457,16.891414,17.838332,21.371965
55:53.4,22.666666,21.557074,21.972959,14.23686,14.82514,21.589223
56:13.4,22.672222,21.563933,21.886508,13.717814,14.444354,21.88027
56:33.4,22.677778,21.664069,22.04664,16.737339,17.692303,21.467193
56:53.4,22.683333,21.593408,21.975101,15.411359,16.140941,21.641955
57:13.4,22.688889,21.53495,21.888065,14.098718,14.778984,21.501104
57:33.4,22.694449,21.605616,21.960342,15.800454,16.78658,21.568025
57:53.4,22.7,21.668131,22.066012,17.412413,18.444535,21.585991
58:13.4,22.705556,21.541058,21.939693,14.687238,15.347778,21.37984
58:33.4,22.711112,21.506269,21.853698,13.321123,13.972737,21.445453
58:53.4,22.716667,21.645164,22.045637,17.10335,18.073609,21.278586
59:13.4,22.722222,21.578817,22.010754,16.009675,16.826456,21.315575
59:33.4,22.727777,21.517383,21.926303,14.086344,14.756036,21.486092
59:53.4,22.733333,21.602455,21.96027,15.505974,16.545479,21.559682
00:13.4,22.738889,21.6162,21.986973,16.622652,17.610958,21.630518
00:33.4,22.744444,21.47069,21.931223,15.510956,16.259612,21.464495
00:53.4,22.75,21.385336,21.803302,13.320682,13.999608,21.351126
01:13.4,22.755555,21.528898,21.952614,16.57531,17.515179,21.232405
01:33.4,22.761112,21.534349,21.964745,16.529024,17.467019,21.47346
01:53.4,22.766666,21.455519,21.901446,14.810106,15.507612,21.332002
02:13.4,22.772222,21.653954,22.062483,17.558089,18.699851,21.228075
02:33.4,22.777778,21.625866,22.04107,16.625521,17.436036,21.256384
02:53.4,22.783333,21.539693,21.935983,13.924701,14.529649,21.183995
03:13.4,22.788889,21.494075,21.848184,12.811402,13.497348,21.183453
03:33.4,22.794444,21.626967,22.07648,16.87709,17.711462,21.211216
03:53.4,22.8,21.526804,21.968454,14.605575,15.331685,21.45246
04:13.4,22.805555,21.600243,21.948452,14.23313,15.169675,21.285764
04:33.4,22.811111,21.703005,22.14868,17.451087,18.464116,21.397637
04:53.4,22.816667,21.660083,22.089112,16.014165,16.774537,21.53338
05:13.4,22.822222,21.603386,22.030116,14.415652,15.093097,21.463136
05:33.4,22.827779,21.734122,22.136741,16.680861,17.79907,21.377002
05:53.4,22.833333,21.678683,22.132616,16.125948,16.860674,21.146144
06:13.4,22.838889,21.627805,22.073297,14.753698,15.461158,20.994924
06:33.4,22.844444,21.599737,21.989795,13.536491,14.19305,21.298252
06:53.4,22.85,21.769736,22.202188,17.576941,18.614996,21.124918
07:13.4,22.855555,21.663784,22.10491,15.300435,16.012987,21.057246
07:33.4,22.861112,21.523138,21.963043,12.921405,13.391566,20.99296
07:53.4,22.866667,21.560861,21.947411,14.449849,15.387094,21.024833
08:13.4,22.872222,21.581252,22.035422,16.646918,17.616929,21.086484
08:33.4,22.877777,21.50903,21.93362,14.07127,14.796067,20.965393
08:53.4,22.883333,21.599063,21.938257,14.781172,15.705146,21.091255
09:13.4,22.888889,21.645398,22.105733,16.942598,17.886599,21.144459
09:33.4,22.894444,21.616004,22.019368,15.111449,15.853259,21.119738
09:53.4,22.9,21.776853,22.171217,18.00028,19.139519,21.103169
