Thermal Cycle Test,Logger Rev-1.0,,,,,
Operator,d gaines,,,,,
Unit,OCU,,,,,
Product Number,1F67700-1,,,,,
Serial Number,34,,,,,
Date,20161018_1715,,,,,
Position,1,,,,,
Units in Chamber,*0034,,,,,
*Thermocouples are placed on this unit,,,,,,
Comments,,,,,,
,,,,,,
Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
29:33.4,19.227778,63.842123,63.619133,62.08089,62.54127,23.058264
29:53.4,19.233334,63.928614,63.696917,64.482375,65.443509,23.047984
30:13.4,19.238889,63.864651,63.703166,64.615445,65.46625,23.224702
30:33.4,19.244444,64.034042,63.791963,64.956551,66.078933,23.491772
30:53.4,19.25,64.040625,63.924273,66.438873,67.44539,23.748319
31:13.4,19.255555,63.967963,63.786156,64.253038,65.262944,23.918413
31:33.4,19.261111,64.107775,64.026206,67.238294,68.277139,24.085065
31:53.4,19.266666,64.123911,63.939548,64.832156,65.782064,24.172918
32:13.4,19.272222,64.142281,64.084065,66.685481,67.57843,23.969262
32:33.4,19.277779,64.233716,64.086291,66.613747,67.650693,24.025532
32:53.4,19.283335,64.29022,64.225433,66.63364,67.555035,24.127743
33:13.4,19.28889,64.205842,64.084721,63.515892,64.300399,24.262048
33:33.4,19.294445,64.216239,64.197961,66.278776,67.198039,23.954969
33:53.4,19.300001,64.19144,64.089385,62.204293,62.875947,23.108289
34:13.4,19.305557,64.323198,64.292871,66.545334,67.602914,22.890433
34:33.4,19.311112,64.285359,64.243681,65.274895,66.264167,22.809198
34:53.4,19.316668,64.154348,64.06571,60.581029,61.161551,22.695187
35:13.4,19.322224,64.323819,64.305373,65.618068,66.771494,22.498536
35:33.4,19.327779,64.19248,64.106539,61.582877,62.408691,22.323908
35:53.4,19.333334,64.326614,64.303942,66.154378,67.36696,22.333401
36:13.4,19.33889,64.361099,64.321303,65.206475,66.243449,22.179885
36:33.4,19.344446,64.382132,64.306982,63.291023,64.153207,21.912474
36:53.4,19.350002,64.313469,64.189908,60.763796,61.458458,21.948075
37:13.4,19.355557,64.277478,64.257591,62.524606,63.358956,21.671512
37:33.4,19.361112,64.375215,64.287975,64.167118,65.520866,21.594712
37:53.4,19.366666,64.287151,64.286415,63.596633,64.687889,21.735657
38:13.4,19.372222,64.269829,64.189046,61.488274,62.59634,21.54293
38:33.4,19.377778,64.296204,64.312808,63.809378,64.855076,21.693133
38:53.4,19.383333,64.32074,64.241537,62.661795,63.879464,21.682741
39:13.4,19.388889,64.388232,64.398238,64.132979,65.259789,21.689229
39:33.4,19.394445,64.332844,64.248208,60.55315,61.495801,21.357297
39:53.4,19.4,64.388863,64.422495,64.360109,65.519115,21.505284
40:13.4,19.405555,64.337593,64.294822,61.617081,62.651814,21.521994
40:33.4,19.411111,64.408094,64.444482,64.49057,65.587925,21.544843
40:53.4,19.416667,64.4203,64.426756,63.732119,64.814257,21.320874
41:13.4,19.422222,64.501612,64.530823,65.31224,66.538104,21.254003
41:33.4,19.427778,64.353291,64.327187,60.760665,61.493097,21.162421
41:53.4,19.433333,64.463767,64.518611,64.629969,65.741737,21.106787
42:13.4,19.438889,64.246415,64.251011,59.477281,60.062192,21.112433
42:33.4,19.444445,64.417217,64.469746,65.318713,66.676395,21.18595
42:53.4,19.45,64.321102,64.353694,62.221101,63.172769,21.059173
43:13.4,19.455556,64.40566,64.403327,63.575654,64.774836,20.978864
43:33.4,19.461111,64.308211,64.381759,62.580798,63.550213,21.247389
43:53.4,19.466667,64.27142,64.280368,61.044457,62.088458,20.951138
44:13.4,19.472222,64.265476,64.346067,62.52413,63.539081,21.220408
44:33.4,19.477778,64.38182,64.386039,63.502579,64.848855,21.278897
44:53.4,19.483333,64.256255,64.354556,62.433784,63.35874,21.186482
45:13.4,19.488889,64.441066,64.505521,65.00859,66.457984,20.957398
45:33.4,19.494444,64.389862,64.494727,63.926724,64.970355,20.750025
45:53.4,19.5,64.269084,64.331087,60.814356,61.661273,20.662785
46:13.4,19.505556,64.396932,64.50985,65.40374,66.668305,20.486239
46:33.4,19.511111,64.200798,64.284151,60.608693,61.345912,20.615745
46:53.4,19.516667,64.374361,64.486972,65.170922,66.491819,20.609441
47:13.4,19.522222,64.247788,64.363639,62.557302,63.549571,20.720285
47:33.4,19.527778,64.334711,64.40804,63.181877,64.570248,20.650009
47:53.4,19.533333,64.263348,64.401142,63.796176,64.977186,20.907251
48:13.4,19.538889,64.101643,64.190024,59.614989,60.425026,20.595645
48:33.4,19.544444,64.283258,64.454092,65.089241,66.387287,20.692313
48:53.4,19.55,64.143936,64.241833,60.223669,61.145071,20.842714
49:13.4,19.555555,64.287706,64.479908,65.045798,66.359103,20.734095
49:33.4,19.561111,64.240391,64.34134,61.866868,62.858747,20.800799
49:53.4,19.566666,64.374367,64.561934,65.473702,66.790789,20.930297
50:13.4,19.572222,64.195032,64.304147,60.258797,60.909377,21.952748
50:33.4,19.577778,64.386142,64.550306,64.932395,66.20015,22.525326
50:53.4,19.583333,64.319408,64.491961,63.324125,64.294821,22.935
51:13.4,19.588889,64.292452,64.382151,60.925582,61.837587,23.226499
51:33.4,19.594444,64.326778,64.521377,63.597132,64.677799,23.400325
51:53.4,19.6,64.194558,64.301016,59.34429,60.151854,23.671448
52:13.4,19.605555,64.374629,64.583773,64.010044,65.223158,24.151827
52:33.4,19.611111,64.32748,64.419541,60.242198,61.368983,24.359298
52:53.4,19.616666,64.370443,64.571486,63.727112,64.953745,24.399284
53:13.4,19.622222,64.322635,64.447489,61.201574,62.452867,24.587455
53:33.4,19.627784,64.316827,64.535424,63.229994,64.45499,24.804629
53:53.4,19.633333,64.31688,64.469284,60.61556,61.565942,24.908762
54:13.4,19.638889,64.332611,64.494231,62.862211,64.099501,24.916496
54:33.4,19.644445,64.169195,64.400272,61.120157,62.11705,24.907987
54:53.4,19.65,64.268351,64.394218,60.765198,61.981464,24.968254
55:13.4,19.655556,64.266646,64.511999,62.483626,63.591945,23.937979
55:33.4,19.661111,64.182847,64.317744,59.532336,60.554991,23.438444
55:53.4,19.666667,64.235018,64.459133,63.265074,64.562808,22.930517
56:13.4,19.672222,64.29945,64.501906,62.695026,63.867504,22.642757
56:33.4,19.677778,64.282706,64.45729,61.634589,62.653155,22.647698
56:53.4,19.683333,64.308701,64.540071,63.661775,64.787089,22.452474
57:13.4,19.688889,64.09077,64.246563,58.350573,59.052284,21.986897
57:33.4,19.694444,64.254036,64.464314,63.199056,64.40227,22.042121
57:53.4,19.7,64.078667,64.258837,59.127449,59.951965,22.099665
58:13.4,19.705555,64.286923,64.507113,64.39866,65.80007,21.878711
58:33.4,19.711111,64.142062,64.326412,60.35022,61.210976,21.757063
58:53.4,19.716666,64.286256,64.461164,63.256444,64.594875,22.133437
59:13.4,19.722222,64.34161,64.498809,63.096147,64.314893,22.081282
59:33.4,19.727778,64.268425,64.47008,60.942618,61.760624,21.858028
59:53.4,19.733333,64.306243,64.484882,61.748977,62.844499,21.653487
00:13.4,19.738889,64.227056,64.39133,60.143735,61.154538,21.531524
00:33.4,19.744444,64.365525,64.556628,63.398916,64.623886,21.746625
00:53.4,19.75,64.240789,64.4148,60.394827,61.289274,21.679608
01:13.4,19.755556,64.38582,64.538494,62.976892,64.328065,21.36716
01:33.4,19.761111,64.239773,64.430661,60.765479,61.668326,21.608434
01:53.4,19.766667,64.285417,64.403886,60.273655,61.386901,21.393245
02:13.4,19.772222,64.25407,64.463829,61.32199,62.35174,21.382931
02:33.4,19.777778,64.370488,64.504354,62.431784,63.777109,21.489899
02:53.4,19.783333,64.368342,64.575769,63.487337,64.707972,21.138244
03:13.4,19.788889,64.14202,64.300479,58.260442,58.946487,21.047099
03:33.4,19.794444,64.309281,64.553395,63.668738,64.862358,20.935758
03:53.4,19.8,64.21523,64.372689,59.737136,60.659096,21.310879
04:13.4,19.805555,64.38375,64.600598,63.675389,64.938817,21.161803
04:33.4,19.811111,64.496112,64.717923,65.120885,66.457538,21.073843
04:53.4,19.816667,64.335836,64.554798,60.937725,61.728135,21.093119
05:13.4,19.822222,64.308497,64.442886,59.452086,60.289986,21.017849
05:33.4,19.827777,64.399462,64.616373,63.125749,64.240332,21.089828
05:53.4,19.833333,64.244269,64.444654,59.546125,60.415925,20.955567
06:13.4,19.838889,64.405071,64.629066,63.976422,65.42608,21.097071
06:33.4,19.844444,64.291559,64.500376,60.801017,61.816541,21.195714
06:53.4,19.85,64.299587,64.420282,59.988336,61.048345,21.422548
07:13.4,19.855555,64.281807,64.529769,61.704047,62.690329,21.345065
07:33.4,19.861111,64.402585,64.557916,62.224816,63.611532,21.29296
07:53.4,19.866667,64.383151,64.622567,62.665784,63.781716,21.351017
08:13.4,19.872222,64.323081,64.437421,59.228926,60.268873,21.320511
08:33.4,19.877778,64.332688,64.56124,61.475206,62.531333,21.371776
08:53.4,19.883333,64.350373,64.509085,60.295127,61.347765,21.626653
09:13.4,19.888889,64.317379,64.554036,61.653936,62.758354,21.675994
09:33.4,19.894445,64.383389,64.577751,62.283504,63.603404,21.623805
09:53.4,19.9,64.407255,64.615971,62.622738,63.855826,21.858993
10:13.4,19.905555,64.286219,64.534946,61.124736,61.949541,21.739101
10:33.4,19.911111,64.43242,64.665079,63.70123,64.972855,21.71206
10:53.4,19.916668,64.189721,64.426754,58.639444,59.296382,21.672546
11:13.4,19.922224,64.393532,64.666634,64.004634,65.416835,21.555969
11:33.4,19.927779,64.23387,64.443503,59.179546,60.005687,21.511753
11:53.4,19.933335,64.385912,64.62883,63.325244,64.771024,21.357376
12:13.4,19.93889,64.281487,64.52245,61.198808,62.190578,21.43104
12:33.4,19.944445,64.409297,64.637759,63.391625,64.853352,21.417302
12:53.4,19.950001,64.431203,64.657909,63.235856,64.479003,21.588363
13:13.4,19.955556,64.270152,64.516153,60.261273,61.109016,21.382771
13:33.4,19.961113,64.375657,64.579748,61.63554,62.947328,21.447492
13:53.4,19.966668,64.303612,64.558158,61.148903,62.146536,21.287053
14:13.4,19.972223,64.298868,64.476279,59.980591,61.132657,21.266006
14:33.4,19.977778,64.384317,64.663394,63.211087,64.371921,21.332053
14:53.4,19.983334,64.360685,64.581554,61.490658,62.570788,21.444427
15:13.4,19.988889,64.497058,64.757357,64.313862,65.60722,21.236152
15:33.4,19.994444,64.356424,64.582937,60.479123,61.327191,21.336305
15:53.4,20,64.405926,64.619646,61.506419,62.606666,21.249617
16:13.4,20.005556,64.476625,64.728327,63.368003,64.486167,21.488785
16:33.4,20.011111,64.464126,64.716268,62.580224,63.604259,21.177585
16:53.4,20.016667,64.371195,64.573053,60.04683,60.780464,21.101804
17:13.4,20.022222,64.381095,64.571513,60.140154,61.140367,21.076872
17:33.4,20.027778,64.40266,64.654082,62.02722,63.016185,21.18097
17:53.4,20.033334,64.39774,64.614906,61.188575,62.237771,21.12183
18:13.4,20.038889,64.357577,64.50838,59.266805,60.225685,21.041941
18:33.4,20.044444,64.432884,64.6658,62.906201,64.098075,21.006493
18:53.4,20.05,64.122951,64.334372,57.392629,58.008712,20.717513
19:13.4,20.055555,64.330104,64.599123,63.37992,64.750511,20.814295
19:33.4,20.061111,64.206215,64.409754,58.872289,59.891722,21.016971
19:53.4,20.066667,64.327167,64.601067,62.970387,64.161247,21.202639
20:13.4,20.072222,64.207547,64.410624,58.939219,59.790899,20.851472
20:33.4,20.077778,64.367694,64.643944,63.586102,64.961845,21.062178
20:53.4,20.083333,64.19044,64.436744,59.287569,60.150586,21.149389
21:13.4,20.088889,64.424141,64.705481,64.439171,65.890709,22.204636
21:33.4,20.094444,64.308112,64.534996,60.211083,61.110428,22.808245
21:53.4,20.1,64.427576,64.681227,63.280468,64.520113,23.272737
22:13.4,20.105555,64.300818,64.569612,60.649118,61.567624,23.319572
22:33.4,20.111111,64.397586,64.621312,61.849099,63.151966,23.60425
22:53.4,20.116667,64.319533,64.59973,61.442563,62.443366,23.834094
23:13.4,20.122222,64.280489,64.489281,59.000614,60.077541,24.034839
23:33.4,20.127778,64.365942,64.64195,61.363814,62.377558,24.148444
23:53.4,20.133333,64.392615,64.582071,60.731787,61.933873,24.419663
24:13.4,20.138889,64.370257,64.660597,61.947518,63.059654,24.546169
24:33.4,20.144444,64.271184,64.496282,58.849612,59.845762,24.635491
24:53.4,20.15,64.395354,64.697612,63.008912,64.301215,24.85587
25:13.4,20.155555,64.404057,64.625884,60.529788,61.684785,25.101512
25:33.4,20.161111,64.470467,64.736239,63.001563,64.246951,25.148269
25:53.4,20.166667,64.4115,64.70807,62.450862,63.535951,25.103674
26:13.4,20.172222,64.214189,64.44368,56.993473,57.728277,24.130936
26:33.4,20.177778,64.421312,64.707613,62.544409,63.807625,23.591037
26:53.4,20.183333,64.235176,64.525076,59.363713,60.433346,23.086703
27:13.4,20.188889,64.184912,64.422968,58.836237,59.892313,22.704927
27:33.4,20.194445,64.277955,64.575807,62.298424,63.705162,22.828185
27:53.4,20.2,64.212637,64.489432,60.817844,62.054875,22.576874
28:13.4,20.205555,64.187719,64.41379,59.642678,60.764934,22.396186
28:33.4,20.211111,64.317444,64.600743,62.798838,64.066822,22.207504
28:53.4,20.216666,64.233439,64.471979,59.197897,60.118448,22.218667
29:13.4,20.222222,64.384154,64.583801,62.015343,63.273095,22.266334
29:33.4,20.227778,64.283886,64.552819,60.730145,61.72806,22.12258
29:53.4,20.233333,64.288389,64.469725,59.267463,60.337154,22.030143
30:13.4,20.238889,64.26125,64.538667,60.722396,61.73029,21.910172
30:33.4,20.244445,64.229552,64.437836,58.907404,59.951732,22.245548
30:53.4,20.25,64.311646,64.549845,61.953647,63.292236,21.533025
31:13.4,20.255555,64.075778,64.300026,57.292005,58.135923,21.817597
31:33.4,20.261111,64.283748,64.587828,63.035051,64.570158,21.670562
31:53.4,20.266666,64.169773,64.410232,59.03412,60.100311,21.567866
32:13.4,20.272222,64.392181,64.619992,62.592771,64.063152,21.674998
32:33.4,20.277779,64.230614,64.481736,59.241375,60.166033,21.572592
32:53.4,20.283335,64.458376,64.717947,63.984547,65.638068,21.654278
33:13.4,20.28889,64.314566,64.575323,60.26952,61.320959,21.699449
33:33.4,20.294445,64.424314,64.631154,61.819428,63.295983,21.303938
33:53.4,20.300001,64.265018,64.540562,60.271405,61.215963,21.200189
34:13.4,20.305557,64.389647,64.646642,63.162218,64.719831,21.617758
34:33.4,20.311112,64.321428,64.613789,61.717009,62.772972,21.622031
34:53.4,20.316668,64.191968,64.407364,57.666146,58.55054,21.566825
35:13.4,20.322224,64.349569,64.649337,62.501649,63.862011,21.558908
35:33.4,20.327784,64.184135,64.434804,58.296044,59.202693,21.419346
35:53.4,20.333334,64.404007,64.725165,64.17543,65.60061,21.559682
36:13.4,20.33889,64.283189,64.532145,59.324189,60.358291,21.613896
36:33.4,20.344446,64.453242,64.756169,63.847174,65.26703,21.386492
36:53.4,20.350001,64.280533,64.563073,59.458211,60.327551,21.078179
37:13.4,20.355557,64.464914,64.723192,62.426263,63.759312,21.27311
37:33.4,20.361112,64.352495,64.637709,60.103268,61.127182,21.361428
37:53.4,20.366666,64.423633,64.609797,60.172919,61.378803,21.267627
38:13.4,20.372222,64.42089,64.718297,61.440318,62.615825,21.548728
38:33.4,20.377777,64.339704,64.554356,59.197535,60.323717,21.555291
38:53.4,20.383333,64.476898,64.779744,62.95179,64.288951,21.299148
39:13.4,20.388889,64.31829,64.578585,59.059516,60.016442,21.359681
39:33.4,20.394444,64.509998,64.794821,63.382618,64.845392,21.219952
39:53.4,20.4,64.31885,64.584962,58.669237,59.515628,21.331992
40:13.4,20.405564,64.54451,64.850122,64.085542,65.487738,21.33667
40:33.4,20.411111,64.470563,64.744931,61.456462,62.445259,21.251134
40:53.4,20.416667,64.303728,64.533309,57.246321,58.01657,21.24281
41:13.4,20.422222,64.470126,64.763062,62.630346,63.971783,21.342422
41:33.4,20.427778,64.41572,64.625616,59.274828,60.264868,21.377497
41:53.4,20.433333,64.49971,64.75019,62.043732,63.28844,21.403619
42:13.4,20.438889,64.373753,64.641083,59.761555,60.69327,21.665926
42:33.4,20.444444,64.440301,64.617487,60.263771,61.513701,21.621176
42:53.4,20.45,64.37767,64.656291,60.127972,61.095144,21.664291
43:13.4,20.455555,64.560276,64.785948,62.94859,64.41128,21.548361
43:33.4,20.461111,64.351053,64.625947,59.037393,60.037228,21.605964
43:53.4,20.466667,64.401569,64.599018,59.285727,60.488547,21.693882
44:13.4,20.472222,64.424611,64.713687,61.117855,62.373315,21.704797
44:33.4,20.477778,64.352241,64.522976,57.647875,58.606434,21.513667
44:53.4,20.483333,64.395153,64.697715,61.210586,62.516038,21.448203
45:13.4,20.488889,64.416182,64.613676,59.637468,60.94823,21.532567
45:33.4,20.494445,64.457769,64.745867,61.757777,63.082071,21.603544
45:53.4,20.5,64.299517,64.556373,58.303425,59.248448,21.267148
46:13.4,20.505555,64.475764,64.719397,61.99556,63.551341,21.503337
46:33.4,20.511111,64.433284,64.715055,61.748491,63.039857,21.633002
46:53.4,20.516666,64.499358,64.811573,62.746648,64.23032,21.62711
47:13.4,20.522222,64.336088,64.604509,58.829836,59.734775,21.446691
47:33.4,20.527778,64.482829,64.795168,63.035972,64.460949,21.560891
47:53.4,20.533333,64.368093,64.693715,60.949708,62.090725,21.217999
48:13.4,20.538889,64.349839,64.589761,59.264761,60.30378,21.199837
48:33.4,20.544445,64.438157,64.744007,62.283675,63.570855,21.262559
48:53.4,20.55,64.28763,64.578405,58.820081,59.67811,21.138962
49:13.4,20.555555,64.447005,64.692322,61.627205,63.009913,21.371175
49:33.4,20.561111,64.366499,64.675976,60.494772,61.556807,21.480315
49:53.4,20.566666,64.239331,64.480611,56.897221,57.787963,21.151938
50:13.4,20.572222,64.397432,64.728411,62.007062,63.357348,21.388816
50:33.4,20.577782,64.386989,64.649631,59.828853,60.969393,21.27381
50:53.4,20.583333,64.479798,64.782365,62.04902,63.396269,20.997746
51:13.4,20.588889,64.338769,64.670827,59.466125,60.454989,21.026448
51:33.4,20.594444,64.269317,64.537469,57.038365,57.958635,21.140679
51:53.4,20.6,64.401469,64.746345,61.331254,62.538195,21.307792
52:13.4,20.605556,64.239017,64.492602,56.666755,57.434371,21.008263
52:33.4,20.611111,64.346655,64.716204,61.873952,63.316741,20.823927
52:53.4,20.616667,64.266294,64.574069,58.934426,60.082653,20.77307
53:13.4,20.622222,64.383204,64.703179,61.350499,62.636812,20.855322
53:33.4,20.627778,64.310247,64.678654,60.254547,61.368653,20.875341
53:53.4,20.633333,64.302504,64.586951,58.597318,59.700386,20.972247
54:13.4,20.638889,64.386402,64.749109,61.532631,62.720578,20.879746
54:33.4,20.644444,64.279129,64.590497,57.991757,58.932248,20.926462
54:53.4,20.65,64.512504,64.858592,62.614907,64.023506,22.020532
55:13.4,20.655555,64.409735,64.675529,58.546614,59.529819,23.002569
55:33.4,20.661111,64.580633,64.914025,62.820392,64.131434,23.42333
55:53.4,20.666667,64.525162,64.811746,60.122751,61.281986,23.537162
56:13.4,20.672222,64.548438,64.85239,60.768858,61.893692,23.821937
56:33.4,20.677777,64.660072,64.979421,63.24222,64.545656,24.084832
56:53.4,20.683333,64.478811,64.767144,59.245569,60.116383,24.269676
57:13.4,20.688889,64.378843,64.613269,57.299099,58.215743,24.454124
57:33.4,20.694444,64.446182,64.760261,60.670278,61.845523,24.639187
57:53.4,20.7,64.539254,64.777575,60.316727,61.623172,24.654053
58:13.4,20.705556,64.459658,64.700176,59.707595,60.799473,24.640139
58:33.4,20.711111,64.339454,64.646365,59.424492,60.463084,24.856815
58:53.4,20.716667,64.351228,64.567174,59.193977,60.437039,25.116757
59:13.4,20.722222,64.396236,64.675446,60.231817,61.448251,25.167451
59:33.4,20.727778,64.280456,64.462367,56.664501,57.56135,24.871461
59:53.4,20.733333,64.298722,64.610363,60.268923,61.60846,24.150052
00:13.4,20.738889,64.358302,64.618716,60.982268,62.514108,23.227115
00:33.4,20.744444,64.285552,64.525057,59.602405,60.873075,22.797297
00:53.4,20.75,64.30635,64.535341,59.784554,61.049992,22.467051
01:13.4,20.755555,64.281649,64.545319,60.451752,61.615353,22.558585
01:33.4,20.761111,64.242204,64.448437,58.146285,59.125091,22.191017
01:53.4,20.766667,64.35732,64.608432,61.809583,63.285167,22.129642
02:13.4,20.772222,64.124189,64.378105,57.360471,58.16266,22.078218
02:33.4,20.777778,64.346821,64.603766,63.064615,64.738017,21.995911
02:53.4,20.783333,64.110543,64.348082,57.885593,58.930989,22.030145
03:13.4,20.788889,64.322865,64.610965,63.318207,64.937168,22.210249
03:33.4,20.794444,64.265387,64.529366,60.787911,61.971881,21.967251
03:53.4,20.8,64.255928,64.446977,59.553342,60.759171,21.784832
04:13.4,20.805555,64.285437,64.576191,61.490409,62.74247,21.839788
04:33.4,20.811111,64.233762,64.475243,59.562729,60.621583,21.720667
04:53.4,20.816666,64.264291,64.478179,59.874628,61.191457,21.608959
05:13.4,20.822222,64.328942,64.614157,62.239168,63.588597,21.706943
05:33.4,20.827778,64.262917,64.498329,59.863686,60.931801,21.654184
05:53.4,20.833334,64.291025,64.468148,59.596162,60.70375,21.637325
06:13.4,20.838889,64.333951,64.626985,61.607113,62.82461,21.630533
06:33.4,20.844444,64.283772,64.536524,59.922952,61.014867,21.569318
06:53.4,20.85,64.406481,64.595279,60.221304,61.464056,21.737032
07:13.4,20.855555,64.497016,64.763367,62.657301,63.9628,21.817684
07:33.4,20.861111,64.54837,64.812723,62.996353,64.247131,21.600418
07:53.4,20.866667,64.378886,64.56526,57.932849,58.752434,21.592014
08:13.4,20.872223,64.524855,64.793544,62.686206,63.805024,21.493269
08:33.4,20.877779,64.435121,64.659262,59.905922,60.874485,21.671927
08:53.4,20.883334,64.461864,64.643215,59.724899,60.781632,21.660819
09:13.4,20.88889,64.528419,64.799154,62.42649,63.681925,22.181056
09:33.4,20.894445,64.400864,64.628436,59.02132,59.968195,22.102877
09:53.4,20.900002,64.396595,64.565083,59.039791,60.142187,21.887352
10:13.4,20.905557,64.372092,64.653841,60.486307,61.581602,21.928438
10:33.4,20.911112,64.322682,64.513471,58.144395,59.210915,21.946803
10:53.4,20.916667,64.382497,64.68059,62.117172,63.470619,22.093861
11:13.4,20.922223,64.228456,64.467313,58.212425,59.23428,22.221609
11:33.4,20.927779,64.3652,64.666434,62.706083,64.285114,22.306158
11:53.4,20.933335,64.254658,64.558798,60.465511,61.624161,21.885668
12:13.4,20.93889,64.231346,64.418993,58.467704,59.568567,21.87824
12:33.4,20.944445,64.28473,64.596379,61.457696,62.719733,22.138603
12:53.4,20.950001,64.20155,64.436458,58.136699,59.183056,22.267207
13:13.4,20.955557,64.347385,64.659269,62.88234,64.338307,21.991831
13:33.4,20.961111,64.239442,64.493364,59.450239,60.503897,22.014541
13:53.4,20.966667,64.262829,64.448235,59.317891,60.557066,21.993009
14:13.4,20.972222,63.87924,63.985041,51.734319,52.114243,21.940723
14:33.4,20.977778,63.230488,63.433097,43.123672,42.602869,21.8597
14:53.4,20.983333,62.755806,62.782722,39.483868,38.989633,21.864941
15:13.4,20.988889,62.24131,62.246046,36.632249,36.03716,21.812414
15:33.4,20.994444,61.735712,61.643952,33.863232,33.389953,21.912647
15:53.4,21,61.121324,61.032858,30.947731,30.656327,22.193421
16:13.4,21.005556,60.492751,60.389532,28.366284,28.225744,22.56468
16:33.4,21.011111,59.811869,59.641836,25.642506,25.490325,22.223577
16:53.4,21.016667,59.080515,58.899676,23.102424,22.952402,22.166116
17:13.4,21.022222,58.356831,58.141083,20.349273,20.393946,21.901278
17:33.4,21.027777,57.66642,57.320735,17.924772,17.967944,22.286116
17:53.4,21.033333,56.822483,56.660993,15.426201,15.474346,22.596534
18:13.4,21.038889,56.033152,55.801968,13.213695,13.258098,22.389153
18:33.4,21.044444,55.152007,54.943284,10.668317,10.87319,22.524503
18:53.4,21.05,54.27577,53.999457,9.209307,9.725382,22.509272
19:13.4,21.055556,53.402812,53.172327,6.910638,7.276506,22.422122
19:33.4,21.061111,52.556405,52.334629,5.004066,5.306875,22.609064
19:53.4,21.066666,51.667953,51.393922,2.686974,2.90031,22.189808
20:13.4,21.072222,50.78152,50.500219,0.988803,1.835507,21.946366
20:33.4,21.077778,49.93186,49.653103,-0.792938,-0.375382,22.178387
20:53.4,21.083333,48.899348,48.718332,-2.798213,-2.285482,22.14116
21:13.4,21.08889,48.094601,47.741237,-4.487428,-3.380329,21.936596
21:33.4,21.094445,47.033038,46.892678,-6.216677,-5.184741,22.134068
21:53.4,21.1,46.100308,45.861947,-8.123379,-7.097784,22.305899
22:13.4,21.105556,45.194704,44.98728,-9.51573,-8.670326,22.329364
22:33.4,21.111111,44.222714,44.092609,-11.025679,-10.048271,22.298309
22:53.4,21.116666,43.174457,43.082096,-12.8132,-11.597476,22.593025
23:13.4,21.122222,42.260807,42.121479,-14.060612,-12.766254,22.134649
23:33.4,21.127778,41.336265,41.125415,-15.498268,-14.591499,22.316316
23:53.4,21.133333,40.343895,40.043047,-16.969716,-15.819621,22.387365
24:13.4,21.138889,39.217365,39.240556,-18.16419,-17.111709,22.510456
24:33.4,21.144444,38.225017,38.243966,-19.189486,-17.740423,22.66256
24:53.4,21.15,37.409164,37.32887,-20.804491,-19.303592,22.609507
25:13.4,21.155555,36.338441,36.203133,-22.108081,-20.361833,22.743648
25:33.4,21.161111,35.343274,35.143523,-23.217157,-21.696415,22.476218
25:53.4,21.166666,34.378049,34.383485,-24.103516,-22.319723,22.207263
26:13.4,21.172222,33.368168,33.196692,-25.186517,-23.748454,22.333756
26:33.4,21.177778,32.459796,32.238591,-26.632416,-24.925725,22.531639
26:53.4,21.183333,31.395139,31.556569,-27.354305,-26.099281,22.471069
27:13.4,21.188889,30.393896,30.495411,-28.637427,-27.261534,22.601322
27:33.4,21.194444,29.547469,29.507055,-29.406086,-28.082356,22.934243
27:53.4,21.2,28.634513,28.662029,-30.510093,-29.225206,22.591541
28:13.4,21.205556,27.583668,27.709758,-31.476137,-30.028876,22.470068
28:33.4,21.211111,26.599694,26.727554,-32.67046,-31.30693,22.496479
28:53.4,21.216667,25.648013,25.875403,-33.40998,-31.845342,22.932855
29:13.4,21.222222,24.876909,24.954486,-31.942385,-30.13894,22.897371
29:33.4,21.227778,24.027878,24.061611,-32.526064,-31.05119,23.166933
29:53.4,21.233333,23.413904,23.543115,-29.160006,-27.221382,22.840459
30:13.4,21.238889,22.821759,22.946944,-25.985035,-23.775771,22.792261
30:33.4,21.244445,22.240531,22.404723,-25.610875,-23.188762,22.490269
30:53.4,21.25,21.286714,21.335625,-30.21161,-28.712383,22.650605
31:13.4,21.255555,21.031397,21.306269,-22.055643,-19.834943,22.751382
31:33.4,21.261111,21.009434,21.319504,-14.246631,-11.011615,22.327319
31:53.4,21.266667,21.024054,21.368602,-8.154341,-4.644137,22.39368
32:13.4,21.272222,20.990872,21.350231,-4.302782,-1.005608,22.214621
32:33.4,21.277779,21.013379,21.479865,-0.58429,2.654173,22.124045
32:53.4,21.283335,21.071992,21.580917,2.081562,5.219523,21.907368
33:13.4,21.28889,21.097013,21.649177,3.498757,6.207693,21.858582
33:33.4,21.294445,21.20838,21.828025,6.372634,8.896501,21.759711
33:53.4,21.300001,21.249698,21.908545,6.422071,8.584426,21.614452
34:13.4,21.305557,21.320687,21.988884,7.856938,9.927137,21.558346
34:33.4,21.311112,21.397494,22.087853,8.234994,10.027026,21.493449
34:53.4,21.316668,21.462221,22.18391,8.967792,10.615188,21.354978
35:13.4,21.322227,21.531438,22.257399,9.484038,10.924206,21.337057
35:33.4,21.327779,21.574725,22.304813,9.8847,11.232151,21.351253
35:53.4,21.333337,21.630932,22.364098,10.196229,11.363121,21.251603
36:13.4,21.33889,21.607123,22.35039,9.750095,10.760147,21.54214
36:33.4,21.344445,21.754373,22.488255,11.744258,12.932498,21.290066
